<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.08.19	18:56:00	25394	25401	25394	25397	37	0	14
2021.08.19	18:57:00	25397	25407	25397	25400	41	0	14
2021.08.19	18:58:00	25400	25404	25392	25398	51	0	14
2021.08.19	18:59:00	25398	25406	25397	25398	54	0	14
2021.08.19	19:00:00	25398	25413	25398	25408	56	0	14
2021.08.19	19:01:00	25408	25416	25405	25416	39	0	14
2021.08.19	19:02:00	25416	25420	25410	25413	51	0	14
2021.08.19	19:03:00	25413	25419	25410	25418	44	0	14
2021.08.19	19:04:00	25416	25419	25405	25405	46	0	14
2021.08.19	19:05:00	25405	25413	25404	25410	43	0	14
2021.08.19	19:06:00	25410	25411	25398	25398	36	0	14
2021.08.19	19:07:00	25398	25399	25384	25384	43	0	14
2021.08.19	19:08:00	25384	25391	25383	25385	41	0	14
2021.08.19	19:09:00	25385	25385	25371	25372	51	0	14
2021.08.19	19:10:00	25373	25390	25373	25389	45	0	14
2021.08.19	19:11:00	25389	25398	25389	25390	50	0	14
2021.08.19	19:12:00	25390	25402	25389	25396	47	0	14
2021.08.19	19:13:00	25397	25399	25392	25395	47	0	14
2021.08.19	19:14:00	25395	25401	25394	25396	32	0	14
2021.08.19	19:15:00	25396	25397	25388	25388	44	0	14
2021.08.19	19:16:00	25388	25395	25386	25394	31	0	14
2021.08.19	19:17:00	25392	25392	25385	25387	31	0	14
2021.08.19	19:18:00	25387	25393	25386	25390	43	0	14
2021.08.19	19:19:00	25390	25395	25389	25391	43	0	14
2021.08.19	19:20:00	25391	25397	25390	25392	46	0	14
2021.08.19	19:21:00	25392	25399	25389	25390	48	0	14
2021.08.19	19:22:00	25391	25393	25383	25383	34	0	14
2021.08.19	19:23:00	25383	25384	25374	25381	43	0	14
2021.08.19	19:24:00	25381	25386	25377	25381	40	0	14
2021.08.19	19:25:00	25381	25389	25381	25386	43	0	14
2021.08.19	19:26:00	25386	25388	25376	25379	41	0	14
2021.08.19	19:27:00	25379	25382	25376	25381	40	0	14
2021.08.19	19:28:00	25381	25383	25378	25380	36	0	14
2021.08.19	19:29:00	25380	25387	25378	25386	29	0	14
2021.08.19	19:30:00	25385	25396	25385	25394	47	0	14
2021.08.19	19:31:00	25394	25395	25381	25382	45	0	14
2021.08.19	19:32:00	25382	25388	25380	25383	47	0	14
2021.08.19	19:33:00	25384	25389	25381	25389	35	0	14
2021.08.19	19:34:00	25389	25390	25385	25389	28	0	14
2021.08.19	19:35:00	25389	25390	25382	25385	26	0	14
2021.08.19	19:36:00	25385	25385	25380	25385	36	0	14
2021.08.19	19:37:00	25385	25386	25380	25382	38	0	14
2021.08.19	19:38:00	25382	25400	25381	25399	40	0	14
2021.08.19	19:39:00	25399	25400	25394	25400	20	0	14
2021.08.19	19:40:00	25400	25404	25399	25403	18	0	14
2021.08.19	19:41:00	25403	25409	25403	25409	27	0	14
2021.08.19	19:42:00	25409	25409	25402	25403	27	0	14
2021.08.19	19:43:00	25403	25404	25399	25403	33	0	14
2021.08.19	19:44:00	25403	25405	25395	25396	32	0	14
2021.08.19	19:45:00	25396	25399	25393	25396	29	0	14
2021.08.19	19:46:00	25394	25398	25389	25393	36	0	14
2021.08.19	19:47:00	25393	25393	25389	25389	26	0	14
2021.08.19	19:48:00	25389	25391	25384	25391	35	0	14
2021.08.19	19:49:00	25391	25395	25390	25395	27	0	14
2021.08.19	19:50:00	25395	25400	25391	25398	25	0	14
2021.08.19	19:51:00	25398	25399	25391	25398	18	0	14
2021.08.19	19:52:00	25398	25400	25395	25399	26	0	14
2021.08.19	19:53:00	25399	25405	25398	25399	27	0	14
2021.08.19	19:54:00	25398	25404	25397	25401	21	0	14
2021.08.19	19:55:00	25400	25412	25400	25409	35	0	14
2021.08.19	19:56:00	25409	25410	25406	25407	28	0	14
2021.08.19	19:57:00	25407	25410	25403	25406	35	0	14
2021.08.19	19:58:00	25406	25410	25404	25409	22	0	14
2021.08.19	19:59:00	25409	25413	25408	25410	27	0	14
2021.08.20	04:15:00	25363	25389	25308	25329	103	0	14
2021.08.20	04:16:00	25329	25344	25299	25302	72	0	14
2021.08.20	04:17:00	25302	25302	25245	25245	82	0	14
2021.08.20	04:18:00	25245	25245	25213	25239	107	0	14
2021.08.20	04:19:00	25237	25264	25235	25262	92	0	14
2021.08.20	04:20:00	25262	25270	25227	25229	91	0	14
2021.08.20	04:21:00	25229	25247	25229	25238	68	0	14
2021.08.20	04:22:00	25238	25250	25215	25220	74	0	14
2021.08.20	04:23:00	25220	25249	25215	25243	89	0	14
2021.08.20	04:24:00	25243	25248	25214	25216	84	0	14
2021.08.20	04:25:00	25216	25234	25207	25232	90	0	14
2021.08.20	04:26:00	25232	25232	25205	25225	80	0	14
2021.08.20	04:27:00	25223	25250	25219	25249	72	0	14
2021.08.20	04:28:00	25249	25294	25249	25282	92	0	14
2021.08.20	04:29:00	25282	25287	25263	25263	79	0	14
2021.08.20	04:30:00	25263	25273	25166	25170	172	0	14
2021.08.20	04:31:00	25170	25254	25170	25253	165	0	14
2021.08.20	04:32:00	25253	25264	25192	25195	151	0	14
2021.08.20	04:33:00	25195	25195	25144	25165	131	0	14
2021.08.20	04:34:00	25165	25204	25164	25202	145	0	14
2021.08.20	04:35:00	25202	25244	25162	25176	143	0	14
2021.08.20	04:36:00	25170	25205	25161	25165	123	0	14
2021.08.20	04:37:00	25165	25165	25119	25165	126	0	14
2021.08.20	04:38:00	25165	25165	25119	25121	109	0	14
2021.08.20	04:39:00	25121	25121	25086	25090	103	0	14
2021.08.20	04:40:00	25090	25096	25053	25066	155	0	14
2021.08.20	04:41:00	25066	25083	25045	25045	88	0	14
2021.08.20	04:42:00	25045	25058	25020	25052	117	0	14
2021.08.20	04:43:00	25052	25052	24989	25003	155	0	14
2021.08.20	04:44:00	25003	25003	24967	24977	91	0	14
2021.08.20	04:45:00	24977	24977	24940	24949	143	0	14
2021.08.20	04:46:00	24949	24972	24905	24964	181	0	14
2021.08.20	04:47:00	24964	24994	24945	24989	121	0	14
2021.08.20	04:48:00	24989	25016	24985	24985	133	0	14
2021.08.20	04:49:00	24985	24998	24956	24983	116	0	14
2021.08.20	04:50:00	24983	25060	24978	25040	138	0	14
2021.08.20	04:51:00	25040	25057	25006	25051	105	0	14
2021.08.20	04:52:00	25051	25055	25013	25035	105	0	14
2021.08.20	04:53:00	25035	25069	25022	25056	104	0	14
2021.08.20	04:54:00	25056	25068	25046	25057	99	0	14
2021.08.20	04:55:00	25052	25052	25022	25027	104	0	14
2021.08.20	04:56:00	25027	25048	25008	25034	96	0	14
2021.08.20	04:57:00	25034	25057	25019	25053	102	0	14
2021.08.20	04:58:00	25053	25063	25033	25060	101	0	14
2021.08.20	04:59:00	25060	25117	25049	25107	135	0	14
2021.08.20	05:00:00	25107	25136	25099	25134	126	0	14
2021.08.20	05:01:00	25134	25187	25134	25180	115	0	14
2021.08.20	05:02:00	25180	25185	25130	25133	145	0	14
2021.08.20	05:03:00	25133	25135	25104	25122	105	0	14
2021.08.20	05:04:00	25122	25180	25122	25176	101	0	14
2021.08.20	05:05:00	25176	25210	25172	25190	99	0	14
2021.08.20	05:06:00	25190	25215	25174	25179	102	0	14
2021.08.20	05:07:00	25179	25181	25128	25142	98	0	14
2021.08.20	05:08:00	25142	25142	25099	25106	101	0	14
2021.08.20	05:09:00	25106	25116	25085	25085	100	0	14
2021.08.20	05:10:00	25085	25112	25079	25111	111	0	14
2021.08.20	05:11:00	25111	25139	25103	25135	116	0	14
2021.08.20	05:12:00	25135	25154	25107	25115	100	0	14
2021.08.20	05:13:00	25115	25126	25091	25091	87	0	14
2021.08.20	05:14:00	25091	25138	25083	25132	103	0	14
2021.08.20	05:15:00	25132	25173	25126	25168	92	0	14
2021.08.20	05:16:00	25168	25179	25130	25130	96	0	14
2021.08.20	05:17:00	25131	25178	25131	25177	99	0	14
2021.08.20	05:18:00	25178	25179	25152	25165	80	0	14
2021.08.20	05:19:00	25165	25168	25128	25128	86	0	14
2021.08.20	05:20:00	25128	25133	25083	25096	128	0	14
2021.08.20	05:21:00	25096	25114	25086	25114	89	0	14
2021.08.20	05:22:00	25114	25122	25087	25087	105	0	14
2021.08.20	05:23:00	25087	25092	25054	25063	95	0	14
2021.08.20	05:24:00	25063	25064	25030	25036	115	0	14
2021.08.20	05:25:00	25036	25043	25012	25012	94	0	14
2021.08.20	05:26:00	25011	25065	25008	25059	96	0	14
2021.08.20	05:27:00	25059	25077	25047	25053	92	0	14
2021.08.20	05:28:00	25053	25088	25039	25076	111	0	14
2021.08.20	05:29:00	25076	25077	25040	25040	92	0	14
2021.08.20	05:30:00	25040	25047	25020	25034	88	0	14
2021.08.20	05:31:00	25031	25047	25015	25047	84	0	14
2021.08.20	05:32:00	25047	25071	25033	25033	98	0	14
2021.08.20	05:33:00	25033	25044	25020	25039	108	0	14
2021.08.20	05:34:00	25039	25040	24994	25000	97	0	14
2021.08.20	05:35:00	25000	25020	24970	25001	128	0	14
2021.08.20	05:36:00	25005	25017	24985	24986	84	0	14
2021.08.20	05:37:00	24986	25010	24984	24995	87	0	14
2021.08.20	05:38:00	24995	24996	24982	24993	82	0	14
2021.08.20	05:39:00	24992	25003	24953	24953	86	0	14
2021.08.20	05:40:00	24953	24983	24953	24980	70	0	14
2021.08.20	05:41:00	24980	24983	24957	24957	70	0	14
2021.08.20	05:42:00	24957	24965	24944	24947	77	0	14
2021.08.20	05:43:00	24947	24955	24925	24925	89	0	14
2021.08.20	05:44:00	24925	24927	24871	24878	88	0	14
2021.08.20	05:45:00	24878	24897	24861	24895	208	0	14
2021.08.20	05:46:00	24895	24901	24862	24884	109	0	14
2021.08.20	05:47:00	24884	24912	24874	24912	90	0	14
2021.08.20	05:48:00	24912	24913	24893	24905	72	0	14
2021.08.20	05:49:00	24905	24921	24896	24906	98	0	14
2021.08.20	05:50:00	24906	24906	24869	24871	83	0	14
2021.08.20	05:51:00	24872	24893	24867	24891	77	0	14
2021.08.20	05:52:00	24890	24934	24887	24919	86	0	14
2021.08.20	05:53:00	24919	24928	24904	24928	81	0	14
2021.08.20	05:54:00	24928	24964	24923	24960	84	0	14
2021.08.20	05:55:00	24960	24973	24929	24964	130	0	14
2021.08.20	05:56:00	24964	24972	24941	24941	79	0	14
2021.08.20	05:57:00	24939	24939	24905	24909	81	0	14
2021.08.20	05:58:00	24909	24912	24889	24891	80	0	14
2021.08.20	05:59:00	24890	24898	24884	24890	77	0	14
2021.08.20	06:00:00	24890	24906	24881	24891	94	0	14
2021.08.20	06:01:00	24891	24892	24862	24866	87	0	14
2021.08.20	06:02:00	24867	24878	24863	24871	82	0	14
2021.08.20	06:03:00	24869	24891	24869	24883	70	0	14
2021.08.20	06:04:00	24883	24901	24872	24873	87	0	14
2021.08.20	06:05:00	24873	24873	24846	24859	88	0	14
2021.08.20	06:06:00	24859	24888	24859	24872	80	0	14
2021.08.20	06:07:00	24872	24876	24851	24852	79	0	14
2021.08.20	06:08:00	24852	24877	24850	24873	90	0	14
2021.08.20	06:09:00	24873	24900	24873	24881	88	0	14
2021.08.20	06:10:00	24881	24894	24857	24894	85	0	14
2021.08.20	06:11:00	24894	24924	24886	24922	110	0	14
2021.08.20	06:12:00	24922	24926	24903	24909	92	0	14
2021.08.20	06:13:00	24909	24920	24895	24908	89	0	14
2021.08.20	06:14:00	24908	24914	24895	24901	77	0	14
2021.08.20	06:15:00	24901	24941	24893	24939	84	0	14
2021.08.20	06:16:00	24939	24941	24913	24920	84	0	14
2021.08.20	06:17:00	24920	24923	24872	24876	79	0	14
2021.08.20	06:18:00	24877	24897	24873	24897	70	0	14
2021.08.20	06:19:00	24897	24917	24884	24887	89	0	14
2021.08.20	06:20:00	24887	24925	24886	24890	87	0	14
2021.08.20	06:21:00	24888	24900	24870	24877	64	0	14
2021.08.20	06:22:00	24877	24892	24871	24871	64	0	14
2021.08.20	06:23:00	24871	24874	24825	24834	97	0	14
2021.08.20	06:24:00	24834	24836	24812	24819	79	0	14
2021.08.20	06:25:00	24819	24819	24790	24792	76	0	14
2021.08.20	06:26:00	24792	24800	24788	24796	66	0	14
2021.08.20	06:27:00	24796	24820	24788	24816	122	0	14
2021.08.20	06:28:00	24816	24827	24790	24801	87	0	14
2021.08.20	06:29:00	24801	24801	24762	24767	95	0	14
2021.08.20	06:30:00	24767	24785	24762	24775	81	0	14
2021.08.20	06:31:00	24775	24777	24722	24734	78	0	14
2021.08.20	06:32:00	24734	24752	24709	24709	96	0	14
2021.08.20	06:33:00	24709	24714	24662	24677	84	0	14
2021.08.20	06:34:00	24677	24691	24644	24653	89	0	14
2021.08.20	06:35:00	24653	24689	24649	24673	92	0	14
2021.08.20	06:36:00	24673	24674	24619	24660	121	0	14
2021.08.20	06:37:00	24660	24692	24660	24682	78	0	14
2021.08.20	06:38:00	24682	24682	24648	24654	91	0	14
2021.08.20	06:39:00	24654	24654	24611	24616	90	0	14
2021.08.20	06:40:00	24616	24616	24590	24595	73	0	14
2021.08.20	06:41:00	24595	24605	24589	24593	74	0	14
2021.08.20	06:42:00	24593	24637	24586	24637	114	0	14
2021.08.20	06:43:00	24639	24662	24634	24658	99	0	14
2021.08.20	06:44:00	24658	24682	24654	24674	87	0	14
2021.08.20	06:45:00	24674	24681	24644	24670	117	0	14
2021.08.20	06:46:00	24670	24687	24658	24673	76	0	14
2021.08.20	06:47:00	24673	24703	24667	24690	74	0	14
2021.08.20	06:48:00	24691	24693	24668	24693	77	0	14
2021.08.20	06:49:00	24693	24732	24690	24714	125	0	14
2021.08.20	06:50:00	24714	24725	24682	24685	81	0	14
2021.08.20	06:51:00	24685	24702	24668	24701	63	0	14
2021.08.20	06:52:00	24701	24708	24687	24689	67	0	14
2021.08.20	06:53:00	24689	24698	24684	24692	47	0	14
2021.08.20	06:54:00	24693	24695	24669	24671	48	0	14
2021.08.20	06:55:00	24673	24700	24668	24700	49	0	14
2021.08.20	06:56:00	24703	24714	24690	24691	57	0	14
